trans_id,lang,translation
"Rautatientori - Tuupakka / Viinikanmetsä",fi,"Rautatientori - Tuupakka / Viinikanmetsä"
"Kauniaisten kirjasto",sv,"Grankulla bibliotek"
"Hietalahdenkatu 16",sv,"Sandviksgatan 16"
"Alppikatu",sv,"Alpgatan"
"Koulutuvantie",fi,"Koulutuvantie"
"Malminiitynpolku",fi,"Malminiitynpolku"
"Raumantie",sv,"Raumovägen"
"Ali-Vekkoski th",sv,"Söderveckoski vs"
"Hännikäine-Kalajärvi",fi,"Hännikäine-Kalajärvi"
"Hki-Nurmijärvi",sv,"Hfors-Nurmijärvi"
"Luoma - Masala - Kauhala",fi,"Luoma - Masala - Kauhala"
"Kraatz",fi,"Kraatz"
"Ryttars",fi,"Ryttars"
"Aurinkoniityntie",sv,"Solängsvägen"
"Alppikatu 8",fi,"Alppikatu 8"
"Kuninkaankartanontie",fi,"Kuninkaankartanontie"
"Alkutie 82",sv,"Alkuvägen 82"
"Hakaniemi-Aviapolis",sv,"Hagnäs-Aviapolis"
"Käpylä-Koskela halli",fi,"Käpylä-Koskela halli"
"Riistavuori",fi,"Riistavuori"
"Killingholmankuja",fi,"Killingholmankuja"
"Kylväjänkuja",fi,"Kylväjänkuja"
"Paasivuorenkatu",sv,"Paasivuorigatan"
"Turvekuja",sv,"Torvgränden"
"Kierretie",sv,"Skruvgängsvägen"
"Kuismapolku 8",fi,"Kuismapolku 8"
"Kyllikinportti 2",sv,"Kyllikkiporten 2"
"P-Nikinm-Korso",fi,"P-Nikinm-Korso"
"Hakaniemi-Tikkurila",sv,"Hagnäs-Dickursby"
"Hyljeveneentie",sv,"Sälbåtsvägen"
"Hepolan koulu",sv,"Hepolan koulu"
"Nikkilä - Söderkulla - Box - Nikkilä / Svartbäck / Kitö",sv,"Nickby  - Söderkulla - Box - Nickby / Svartbäck / Kitö"
"Thurmannin P:tie 6",fi,"Thurmannin P:tie 6"
"Aviabulevardi 2",fi,"Aviabulevardi 2"
"Keimola",fi,"Keimola"
"Leinelänkaari",fi,"Leinelänkaari"
"Kauppiaankatu",sv,"Köpmansgatan"
"Peuramaantie",sv,"Hjortlandsvägen"
"Mechelininkatu",sv,"Mechelingatan"
"Tuusulan itäväylä",sv,"Tuusulan itäväylä"
"Pitäjänmäki (Valimo)",sv,"Sockenbacka (Gjuteriet)"
"Alustalaisentie",fi,"Alustalaisentie"
"Kuusimäentie",sv,"Granbacksvägen"
"Rautatientori-Nikinmäki-Nikkilä-Laukkoski-Pornainen-Halkia",fi,"Rautatientori-Nikinmäki-Nikkilä-Laukkoski-Pornainen-Halkia"
"Paijala-Jäniksenl.",fi,"Paijala-Jäniksenl."
"Ruskeasuo",fi,"Ruskeasuo"
"Tunneli",fi,"Tunneli"
"Honkavaarankuja",sv,"Furubackagränden"
"Bastukärr",sv,"Bastukärr"
"Kamppi-Veikkola",sv,"Kampen-Veikkola"
"Siuntio - Siuntion asema - Uusikylä",sv,"Sjundeå - Sjundeå station - Nyby"
"Kalliopohja",sv,"Kalliopohja"
"Hki- It. Jokipuisto -Nikkilä-Linnanpelto-Laukkoskenniitty",sv,"Hfors-Östanåparken-Nickby-Borgby-Lövkosängen"
"Laituri 19",fi,"Laituri 19"
"Itäk.(M)-Mellunm.",fi,"Itäk.(M)-Mellunm."
"Siuntio-Siuntion kk.",sv,"Sjundeå-Sjundeå k:by"
"Linnainen",sv,"Linnais"
"Iirislahdentie",fi,"Iirislahdentie"
"Kirvesmiehentie",fi,"Kirvesmiehentie"
"Herttoniemi(M) - Tam",fi,"Herttoniemi(M) - Tam"
"Lahti",fi,"Lahti"
"Rautatientori - Maunula - Pakila - Torpparinmäki",fi,"Rautatientori - Maunula - Pakila - Torpparinmäki"
"Mikkelän koulu",fi,"Mikkelän koulu"
"Uimahalli",fi,"Uimahalli"
"Haavistontie",fi,"Haavistontie"
"Tuomiokirkko srk",sv,"Tuomiokirkko srk"
"Koivukylän puistotie",sv,"Björkbyallen"
"Koivukylän Puistotie",sv,"Björkbyallen"
"Metsomäentie 1",sv,"Tjäderbacksvägen 1"
"Martinlaakso-Järvenperä-Espoon keskus",sv,"Mårtensdal-Träskända-Esbo centrum"
"Lokirinne",fi,"Lokirinne"
"Päiväkoti Koralli",sv,"Daghem Koralli"
"Itäkeskus(M)-Myllypuro",fi,"Itäkeskus(M)-Myllypuro"
"Olympiaterm.-Ooppera",fi,"Olympiaterm.-Ooppera"
"Paijala-Jäniksenl.",sv,"Paijala-Jäniksenl."
"Kauniaisten kirjasto",fi,"Kauniaisten kirjasto"
"Kierretie",fi,"Kierretie"
"Pornaisten kirkko",fi,"Pornaisten kirkko"
"Hietan. Krematorio",sv,"Sandudds Krematorium"
"Urakkatie",sv,"Betingsvägen"
"Kivinokan ulkoilup.",sv,"Stenuddens friluftsp"
"Aholan palstatie poh",sv,"Aholan palstatie poh"
"Kompassitaso",fi,"Kompassitaso"
"Linnankoskenkatu 16",sv,"Linnankoskigatan 16"
"Kamppi - Tapiola (M) - Mankkaa - Kilo - Leppävaara",fi,"Kamppi - Tapiola (M) - Mankkaa - Kilo - Leppävaara"
"Antaksenpuisto",fi,"Antaksenpuisto"
"Junonkatu 2",fi,"Junonkatu 2"
"Tenholantie 15",sv,"Tenalavägen 15"
"Kalas-Kerava",fi,"Kalas-Kerava"
"Kylänvanhimmantie 7",fi,"Kylänvanhimmantie 7"
"Mankinsilta",fi,"Mankinsilta"
"Porttipuisto",sv,"Portparken"
"Viinenkuja 6",fi,"Viinenkuja 6"
"Varikkokaarre",fi,"Varikkokaarre"
"Satamasaarentie",fi,"Satamasaarentie"
"Löfkulla Golf",sv,"Löfkulla Golf"
"Lauttasaarentie 18",sv,"Drumsövägen 18"
"Koskelan halli",fi,"Koskelan halli"
"Hämeentie",fi,"Hämeentie"
"Ingas",fi,"Ingas"
"Karjaa",sv,"Karis"
"Arenatalo",fi,"Arenatalo"
"Velodromi",fi,"Velodromi"
"Toppelundinportti",fi,"Toppelundinportti"
"Vanha Sveinsintie",sv,"Gamla Sveinsvägen"
"Bodominkuja 10",sv,"Bodomgränden 10"
"Puistola as.",fi,"Puistola as."
"Laurintie",fi,"Laurintie"
"Seutulan vpk",fi,"Seutulan vpk"
"Velskola",sv,"Vällskog"
"Leppävaara-Kalajärvi",sv,"Alberga-Kalajärvi"
"Terrisuontie",fi,"Terrisuontie"
"Mikkola",fi,"Mikkola"
"Linja-autoasema, lait. 12-15",sv,"Busstationen, pf. 12-15"
"Westendinasema, lait. 4",sv,"Westendstationen, pf. 4"
"Lasilaakso-Bassenk.",sv,"Glasdalen-Bassebyn"
"Nysvidja-Siuntio as.-Evitskog",fi,"Nysvidja-Siuntio as.-Evitskog"
"Olympiaterm.-Pasila",fi,"Olympiaterm.-Pasila"
"Otakaari 24",fi,"Otakaari 24"
"Harvsintie",fi,"Harvsintie"
"Niittykyläntie",fi,"Niittykyläntie"
"Hammarskjöldintie",sv,"Hammarskjöldsvägen"
"Hakaniemi-Ylästö",fi,"Hakaniemi-Ylästö"
"Myyrmäki, lait. 16",fi,"Myyrmäki, lait. 16"
"Lähibussi Kirkkonummi",fi,"Lähibussi Kirkkonummi"
"Kruununkuja",fi,"Kruununkuja"
"Helsinki-Myyrmäki-Lentoasema-Tikkurila-Helsinki",sv,"Helsingfors-Myrbacka-Flygplatsen-Dickursby-Helsingfors"
"Eestinahde",sv,"Estbacken"
"Långvik",sv,"Långvik"
"Tehtaankatu 2",fi,"Tehtaankatu 2"
"Capellan puistotie",fi,"Capellan puistotie"
"Capellan Puistotie",fi,"Capellan Puistotie"
"Träskändan puistotie",fi,"Träskändan puistotie"
"Tikkurila-Ilola-Leinelä-Koivukylä-Havukoski-Päiväkumpu",sv,"Dickursby-Gladas-Lejle-Björkby-Havukoski-Lövkulla"
"Meijerintie",fi,"Meijerintie"
"Harjulantie 99",sv,"Harjulavägen 99"
"Riihikallio",sv,"Riihikallio"
"Järvikylänmäki",sv,"Träskbybacken"
"Mikkelän koulu",sv,"Mikkelän koulu"
"Kaarelantie 22",fi,"Kaarelantie 22"
"Vallila s-puutarha",fi,"Vallila s-puutarha"
"Pyhän Laurin tie",sv,"Sankt Lars väg"
"Hakkukuja",sv,"Hackgränden"
"Espoonlahden uimah.",sv,"Esbovikens simhall"
"Lauttasaari (M)-Katajaharju",sv,"Drumsö (M)-Enåsen"
"Patokuja",fi,"Patokuja"
"Torpparintie",fi,"Torpparintie"
"Rautatientori - Hakunila - Honkanummi - Tikkurila",sv,"Järnvägstorget - Håkansböle - Furumo - Dickursby"
"Jalavatie",sv,"Almvägen"
"Maininki",sv,"Dyningen"
"Nuijavuori",sv,"Klobberget"
"Kera",sv,"Kera"
"Porkkalankatu 11",sv,"Porkalagatan 11"
"Urheilutie 29",sv,"Idrottsvägen 29"
"Rautatientori-Nissas",fi,"Rautatientori-Nissas"
"Ilmalan bussivarikko",sv,"Ilmala bussdepå"
"Munkkivuor-Kaskisaar",fi,"Munkkivuor-Kaskisaar"
"Munkkirinne",fi,"Munkkirinne"
"Myllypellontie",sv,"Kvarnåkersvägen"
"Munkkivuoren kirkko",sv,"Munkshöjdens kyrka"
"Rantaniitty",sv,"Strandängen"
"Kalenteritie 6",sv,"Kalendervägen 6"
"Muuttolinnunmäki",fi,"Muuttolinnunmäki"
"Pekanpolku",fi,"Pekanpolku"
"Vikkullantie",fi,"Vikkullantie"
"Karjaa",fi,"Karjaa"
"Salpakuja",fi,"Salpakuja"
"Ravuntie",fi,"Ravuntie"
"Punavuorenkatu 18",sv,"Rödbergsgatan 18"
"Itäkeskus(M)",fi,"Itäkeskus(M)"
"Pikkalan tehdas",fi,"Pikkalan tehdas"
"Korso-Sula-Riihikallio-Hyrylä",fi,"Korso-Sula-Riihikallio-Hyrylä"
"Raudikkopolku",sv,"Fuxstigen"
"Eiranranta-Ruskeas.h",fi,"Eiranranta-Ruskeas.h"
"Epo-Kkn",sv,"Esbo-Kslätt"
"Tiilimäki",sv,"Tegelbacken"
"Terrisuontie",sv,"Terrisuontie"
"Matinkylä (M), lait. 3",sv,"Mattby (M), pf. 3"
"Seilorinkatu",sv,"Sejlorgatan"
"Vierumäentie",fi,"Vierumäentie"
"Hiekkamalmintie",fi,"Hiekkamalmintie"
"Takkatie",sv,"Spiselvägen"
"Jousenpuisto",sv,"Bågparken"
"Espoon asema",sv,"Esbo station"
"Linnantie",sv,"Linnanvägen"
"Liusketie 7",sv,"Skiffervägen 7"
"Otakaari 24",sv,"Otsvängen 24"
"Pohjankulma",fi,"Pohjankulma"
"Hauenkallio",fi,"Hauenkallio"
"Velodromi",sv,"Velodromen"
"Långvik",fi,"Långvik"
"Kamppi",sv,"Kampen"
"Läntinen Teatterikuj",fi,"Läntinen Teatterikuj"
"Sinivuorenpolku 1",sv,"Blåbergsstigen 1"
"Kamppi-",sv,"Kampen-"
"Kakkostie",fi,"Kakkostie"
"Puutarhatie",fi,"Puutarhatie"
"Havukosken koulu",sv,"Havukosken koulu"
"Vanha Saunalahdentie",fi,"Vanha Saunalahdentie"
"Matinkylä-Gesterby",fi,"Matinkylä-Gesterby"
"Kulosaaren metroasema",fi,"Kulosaaren metroasema"
"Elielinaukio - Haaga - Kannelmäki",sv,"Elielplatsen - Haga - Gamlas"
"Maahisentie",sv,"Maahisentie"
"Rautatientori - Hakunila - Honkanummi - Tikkurila",fi,"Rautatientori - Hakunila - Honkanummi - Tikkurila"
"Turjantie",fi,"Turjantie"
"Sepänrinne",fi,"Sepänrinne"
"Kirkkonummi mh, l. 1",sv,"Kyrkslätt mh, pf. 1"
"Ruusulankatu - Töölö - Kamppi  - Katajanokan term.",fi,"Ruusulankatu - Töölö - Kamppi  - Katajanokan term."
"Käsiksentie",fi,"Käsiksentie"
"Halkian koulu",fi,"Halkian koulu"
"Käenkuja",sv,"Göksgränd"
"Niittypolku 7",sv,"Ängsstigen 7"
"Urheilutie 29",fi,"Urheilutie 29"
"Hki kansainväl koulu",fi,"Hki kansainväl koulu"
"Järvikylänmäki",fi,"Järvikylänmäki"
"Tehtaantie",sv,"Tehtaantie"
"Pitäjänmäki as.",fi,"Pitäjänmäki as."
"Kiiliänkuja",fi,"Kiiliänkuja"
"Puromäki",sv,"Rännbacken"
"Talonpojantie",fi,"Talonpojantie"
"Koulutanhua 1",sv,"Skoltået 1"
"Tynnyrintekijänkatu",fi,"Tynnyrintekijänkatu"
"Porvoo - Hinthaara - Nikkilä - Pornainen - Järvenpää as.",sv,"Borgå - Hindhår - Nickby - Borgnäs - Träskända st."
"Vuos(M)-Kallah",fi,"Vuos(M)-Kallah"
"N-juna",fi,"N-juna"
"Siuntio-Järvinummi",sv,"Sjundeå-Järvinummi"
"Tohtorinpolku",fi,"Tohtorinpolku"
"Peltomäenkatu",fi,"Peltomäenkatu"
"Kulosaaren Kappeli",sv,"Vilans kapell"
"Ullanmäki",sv,"Ullasbacken"
"Stenkulla",sv,"Stenkulla"
"Lentoasema-Myyrmäki-Helsinki",fi,"Lentoasema-Myyrmäki-Helsinki"
"Valimo",fi,"Valimo"
"Myyrmäen terv.asema",fi,"Myyrmäen terv.asema"
"Tekninen alue",fi,"Tekninen alue"
"Sinivuorenpolku",sv,"Blåbergsstigen"
"Hoplax",fi,"Hoplax"
"Kosk.hal-Olympiaterm",fi,"Kosk.hal-Olympiaterm"
"Mandelgränden",fi,"Mandelgränden"
"Muinaislinnantie",fi,"Muinaislinnantie"
"Harjutori",fi,"Harjutori"
"Tullivuorenkuja",fi,"Tullivuorenkuja"
"Lumikvartsinkatu",fi,"Lumikvartsinkatu"
"Finnoonsatama",sv,"Finnohamnen"
"Lindnäs",sv,"Lindnäs"
"Latvatie 20",fi,"Latvatie 20"
"Koivupuistontie 26",fi,"Koivupuistontie 26"
"Pikkulaiva",fi,"Pikkulaiva"
"Rusthollarinkatu",fi,"Rusthollarinkatu"
"Viisaritie",fi,"Viisaritie"
"Aamuruskonkuja",sv,"Morgonrodnadsgränden"
"Korpimäentie",fi,"Korpimäentie"
"Vuosaari (M)",sv,"Nordsjö (M)"
"Katriinantie",sv,"Katrinevägen"
"Tuulensuunraitti",fi,"Tuulensuunraitti"
"Tapiolantie",fi,"Tapiolantie"
"Rantatie",sv,"Strandvägen"
"Ensimmäinen savu",sv,"Första röken"
"Pursimiehenkatu",sv,"Båtsmansgatan"
"V.Gyllenberg taidem.",fi,"V.Gyllenberg taidem."
"Maapallokatu 5",sv,"Jordklotsgatan 5"
"Vartiokyläntie 36",fi,"Vartiokyläntie 36"
"Martinlaaksom term.",sv,"Mårtensdals terminal"
"Itäkesk-Aalto(M)",sv,"Östra c-Åggelby stat"
"Alakiventie",fi,"Alakiventie"
"Pihatie",sv,"Gårdstunet"
"Rautatientori-Alppila-Pasila-Pirkkola",fi,"Rautatientori-Alppila-Pasila-Pirkkola"
"AVA-instituutti",fi,"AVA-instituutti"
"Rapolantie",fi,"Rapolantie"
"Heinäketo",fi,"Heinäketo"
"Marjaniemi",sv,"Marudd"
"Tahkokuja",sv,"Slipstensgränden"
"Olymp.term.-Kaapeli",sv,"Olymp.term.-Kabel"
"Kamppi-Saunalahti-Kauklahti",sv,"Kampen-Bastvik-Köklax"
"Eiranranta-Ruskeas.h",sv,"Eirastranden-Brun. d"
"Koivuviita",sv,"Björkdungen"
"Opistotie",fi,"Opistotie"
"Hauhontie",sv,"Hauhovägen"
"Eliel-Kerava",sv,"Eliel-Kervo"
"Martinlaakso, l. 19",sv,"Mårtensdal, pf. 19"
"Marjaniemi",fi,"Marjaniemi"
"Kallvikinniemi",fi,"Kallvikinniemi"
"Riekkomäentie",fi,"Riekkomäentie"
"Pudasrinne",sv,"Ågrensbrinken"
"Kamppi-Saunalahti-Kauklahti",fi,"Kamppi-Saunalahti-Kauklahti"
"Mustialankatu 1",sv,"Mustialagatan 1"
"Gräsantörmä 3",sv,"Gräsabrinken 3"
"Vapaalantie 7",sv,"Friherrsvägen 7"
"Tikkurila-Porvoo",fi,"Tikkurila-Porvoo"
"Länsiterm. - Bulevardi - Töölö - Ruusulankatu",fi,"Länsiterm. - Bulevardi - Töölö - Ruusulankatu"
"Vuosaari(M)-Ramsinni",fi,"Vuosaari(M)-Ramsinni"
"Leppävaara as.",sv," Alberga st."
"Tapola",fi,"Tapola"
"Neidonkuja 1",fi,"Neidonkuja 1"
"Terveyskuja",sv,"Hälsogränden"
"Sepänrinne",sv,"Smedsbrinken"
"Lapinkylän rantatie",sv,"Lappböle strandvägen"
"Ratikkamuseo",fi,"Ratikkamuseo"
"Värströmintie 202",fi,"Värströmintie 202"
"Upinniementie 967",fi,"Upinniementie 967"
"Pakkalantie",sv,"Backasvägen"
"Danielsbackantie",sv,"Danielsbackavägen"
"Seurantalo",sv,"Seurantalo"
"Kehäkuja",fi,"Kehäkuja"
"Olarinniityntie 4",sv,"Olarsängsvägen 4"
"Raikukujan palv.talo",fi,"Raikukujan palv.talo"
"Niittykumpu (M)",sv,"Ängskulla (M)"
"Perintötie",sv,"Arvsvägen"
"Rautatient-Nikkilä",fi,"Rautatient-Nikkilä"
"Herttoniemi (M)-Latokartano-Malmi-Siltamäki-Puistolan asem",sv,"Hertonäs (M)-Ladugården-Malm-Brobacka-Parkstad station"
"Mellunmäki - Kivenlahti",fi,"Mellunmäki - Kivenlahti"
"Länsimäentie",fi,"Länsimäentie"
"Laajavuorenkuja",fi,"Laajavuorenkuja"
"Masalan koulu",fi,"Masalan koulu"
"Tikkurila/VR",sv,"Dickursby/VR"
"Pirkkolantie",sv,"Britasvägen"
"Kosk h.-Katajanokka",fi,"Kosk h.-Katajanokka"
"Saukonpaasi",fi,"Saukonpaasi"
"Malmin lentoasema",fi,"Malmin lentoasema"
"Luomannotko",sv,"Bäcksänkan"
"Munkkiniemi ala-aste",fi,"Munkkiniemi ala-aste"
"Pajalahdentie",fi,"Pajalahdentie"
"Sampolan tunneli",fi,"Sampolan tunneli"
"Vattuniemenranta",sv,"Hallonnässtranden"
"Vuosaari (M)-Aurinkolahti-Vuosaaren satama",fi,"Vuosaari (M)-Aurinkolahti-Vuosaaren satama"
"Järsö",fi,"Järsö"
"Rauhala",fi,"Rauhala"
"Kappelitie 4",fi,"Kappelitie 4"
"Satamatie",sv,"Hamnvägen"
"Meritullintori-Kruunuvuorenranta",sv,"Sjötullstorget-Kronbergsstranden"
"Juholantie",fi,"Juholantie"
"Herttoniemi (M)-Pasila-Tapiola(M)-Espoonl.(M)-Kivenlahti (M)",sv,"Hertonäs (M)-Böle-Hagalund (M)-Esboviken(M)-Stensvik(M)"
"Kourakuja",sv,"Flygränden"
"Mannerheimintie",sv,"Mannerheimvägen"
"Latvatie 20",sv,"Toppvägen 20"
"Kehruukuja 10",sv,"Spinngränden 10"
"Rantamajantie",fi,"Rantamajantie"
"Kankiraudantie",sv,"Stångjärnsvägen"
"Kruununkuja",sv,"Kronogränden"
"Tammisalontie",fi,"Tammisalontie"
"Hyljetie 16",sv,"Sälvägen 16"
"Arabia - Ruskeasuon halli",sv,"Arabia - Brunakärrs depå"
"Kirkkonummi - Siuntio / Siuntion kylpylä",fi,"Kirkkonummi - Siuntio / Siuntion kylpylä"
"Mäkitorpantie",fi,"Mäkitorpantie"
"Karhusaari 2",fi,"Karhusaari 2"
"Johan Sederholmin t.",sv,"Johan Sederholms väg"
"Vaihdepolku",sv,"Växelstigen"
"Soittajantie",sv,"Musikantvägen"
"Espoon keskus/Kauklahden asema",fi,"Espoon keskus/Kauklahden asema"
"Työterveyskeskus",fi,"Työterveyskeskus"
"Kytöpolku",fi,"Kytöpolku"
"Rantatie",fi,"Rantatie"
"Sprängmanintie",fi,"Sprängmanintie"
"Kaitalahti 1",sv,"Hålvik 1"
"Antinmäki",sv,"Andersberg"
"Metsomäentie",sv,"Tjäderbacksvägen"
"Kuntakeskus-Pauni",fi,"Kuntakeskus-Pauni"
"Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala-Nurmijärvi)",fi,"Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala-Nurmijärvi)"
"Hietalahti-PHL",sv,"Sandviken-PHL"
"Koetilankatu",fi,"Koetilankatu"
"Kulmatie",fi,"Kulmatie"
"V.Gyllenberg taidem.",sv,"V.Gyllenberg konstm."
"Martinlaaksom term.",fi,"Martinlaaksom term."
"Keltamotie 35",fi,"Keltamotie 35"
"Kerokuja 9",fi,"Kerokuja 9"
"Olympiaterm.-Pasila",sv,"Olympiaterm.-Böle"
"Mellunmäki(M), lait. 12",fi,"Mellunmäki(M), lait. 12"
"Leppävaara-K.nummi",sv,"Alberga-Kyrkslätt"
"Kaarelankulku",fi,"Kaarelankulku"
"Lähibussi Kirkkonummi",sv,"Närbuss Kyrkslätt"
"Tapanila",sv,"Mosabacka"
"Villa Kokkonen",sv,"Villa Kokkonen"
"Ostostie 2",fi,"Ostostie 2"
"Herttoniemi (M) - Santahamina",sv,"Hertonäs (M) - Sandhamn"
"Pirkkolantie",fi,"Pirkkolantie"
"Urkupillintie",sv,"Orgelpipsvägen"
"Visamäki",sv,"Masurbacken"
"Rauduntie",sv,"Rautusvägen"
"Urheilukatu 52",fi,"Urheilukatu 52"
"Ketokiventie",fi,"Ketokiventie"
"VR kaukoliikenne",sv,"VR fjärrtrafik"
"Putkitie",sv,"Rörvägen"
"Sataman portti C",sv,"Hamnport C"
"Ruusukvartsinkatu",sv,"Rosenkvartsgatan"
"Itäk.(M)-Mellunmäki(",sv,"Ö.centrum(-Mellungsb"
"Uiskotie",fi,"Uiskotie"
"Helsinginkatu",sv,"Helsingegatan"
"Kallvikinniemi",sv,"Kallviksudd"
"Länsiterm. - Kruununhaka - Sörnäinen (M) - Koskelan halli",fi,"Länsiterm. - Kruununhaka - Sörnäinen (M) - Koskelan halli"
"Kirkkonummi - Gesterby",sv,"Kyrkslätt - Gesterby"
"Mellunmäki - Kivenlahti",sv,"Mellungsbacka - Stensvik"
"Korsitie",sv,"Höstråvägen"
"Talin golfkenttä",sv,"Tali golfbanan"
"Saturnuksen päiväk.",sv,"Saturnus daghem"
"Vuosaari (M), lait. 15",sv,"Nordsjö (M), pf. 15"
"Piitie 3",sv,"Kiselvägen 3"
"Kuntakeskus-Pauni",sv,"Kommunc-Pauni"
"Hietalahti-PHL",fi,"Hietalahti-PHL"
"Kallion Kirkko",fi,"Kallion Kirkko"
"Falkbergintie",fi,"Falkbergintie"
"Kosk h.-Katajanokka",sv,"Forsby h.-Skatudden"
"Esterinportti",fi,"Esterinportti"
"Käräjäkuja",fi,"Käräjäkuja"
"Silvola",fi,"Silvola"
"Rajakentäntie",fi,"Rajakentäntie"
"Keravanaukio",fi,"Keravanaukio"
"Kaadekuja",sv,"Sluttgränden"
"Jokipuistontie",fi,"Jokipuistontie"
"Tammisalontie",sv,"Tammelundsvägen"
"Isosarvastontie",sv,"Storfladavägen"
"Karanristi",sv,"Karakorset"
"Glims Talomuseo",sv,"Glims gårdsmuseum"
"Pyökkikuja",sv,"Bokgränden"
"Usvatie 1",fi,"Usvatie 1"
"Nyyrikintie 3",fi,"Nyyrikintie 3"
"Urho Kekkosen Museo",fi,"Urho Kekkosen Museo"
"Vattuniemenranta",fi,"Vattuniemenranta"
"Vuosaarentie",fi,"Vuosaarentie"
"Terveysasema",sv,"Hälsostation"
"Kauppamyllyntie",fi,"Kauppamyllyntie"
"Veteraanikuja",fi,"Veteraanikuja"
"Mäntyviita",fi,"Mäntyviita"
"Kauristie",fi,"Kauristie"
"Levonmäentie",fi,"Levonmäentie"
"Järsö",sv,"Järsö"
"Nikonkatu",sv,"Nikonkatu"
"Katajanokanlaituri 6",sv,"Skatuddskajen 6"
"Lauttasaari (M)-Katajaharju",fi,"Lauttasaari (M)-Katajaharju"
"Harkkoraudantie",fi,"Harkkoraudantie"
"Oskarintie",sv,"Oskarsvägen"
"Kehärinne",sv,"Ringbrinken"
"Mellunmäki(M), lait. 12",sv,"Mellungsbacka(M), pf. 12"
"Jokiniemenkatu",sv,"Ånäsgatan"
"Haagan terveysasema",fi,"Haagan terveysasema"
"Rosenlundintie",fi,"Rosenlundintie"
"Kantokatu",fi,"Kantokatu"
"Halkia",fi,"Halkia"
"Paijala",fi,"Paijala"
"Liisanpuistikko",sv,"Elisabetsskvären"
"Ulvilantie 11",sv,"Ulfsbyvägen 11"
"Nahkahousuntie",sv,"Skinnbyxvägen"
"Klovinristi",sv,"Kloviskorset"
"Runkokuja",sv,"Stamgränden"
"Mossaberget",sv,"Mossaberget"
"Myllypuron metroasema",sv,"Kvarnbäckens metrostation"
"Haarajoki",fi,"Haarajoki"
"Karakorpi",sv,"Karakärr"
"Finnoonlaaksontie",sv,"Finnodalsvägen"
"Pronssitie",sv,"Bronsvägen"
"Koivukylä",sv," Björkby"
"Pohjolankatu 18",fi,"Pohjolankatu 18"
"Meilahdentie 2",sv,"Mejlansvägen 2"
"Pohjoinen ostoskesskus",fi,"Pohjoinen ostoskesskus"
"Pähkinälehto",fi,"Pähkinälehto"
"Vanha-Jaakkola",fi,"Vanha-Jaakkola"
"Laukkoski",sv,"Laukkoski"
"Hiekkamäentie",sv,"Hiekkamäentie"
"Ruukinmestarintie 11",sv,"Brukmästarevägen 11"
"Kosk.hal-PHL",fi,"Kosk.hal-PHL"
"Nuottaniementie",fi,"Nuottaniementie"
"Odilampi",fi,"Odilampi"
"Lakistonristi",fi,"Lakistonristi"
"Upinniementie 897",fi,"Upinniementie 897"
"Oljenkorsi",sv,"Halmstrået"
"Nikkilä-Etelä-Paippinen-Rajakulma",sv,"Nickby-Södra Paipis-Rajakulma"
"Jakomäki - Puistola - Malmi - Tapaninvainio - Savela",fi,"Jakomäki - Puistola - Malmi - Tapaninvainio - Savela"
"Kirstinharju",fi,"Kirstinharju"
"Meritori",sv,"Havstorget"
"Punalatvanpolku",sv,"Hampflockelstigen"
"Marsupolku",sv,"Marsvinsstigen"
"Brantaksentie",sv,"Brantasvägen"
"Klaavola",sv,"Klaavola"
"Palosuontie 1",sv,"Brännkärrsvägen 1"
"Päiväkumpu-Peijas",sv,"Lövkulla-Pejas"
"Syyrakinpolku",fi,"Syyrakinpolku"
"Vilhontie",fi,"Vilhontie"
"Lentoasema, lait. 11",fi,"Lentoasema, lait. 11"
"Sisätautien polikl.",fi,"Sisätautien polikl."
"Tapiola golf",sv,"Hagalund golf"
"Valtimotie 4",fi,"Valtimotie 4"
"Takomotie",fi,"Takomotie"
"Lahnus",fi,"Lahnus"
"Juvanristi",fi,"Juvanristi"
"Sisätautien polikl.",sv,"Inremedic. polikl."
"Mankkaanaukio",sv,"Mankansplatsen"
"Talvikkitie",sv,"Pyrolavägen"
"Stellberginmäki",sv,"Stellbergsbacken"
"Kolkekannaksentie",fi,"Kolkekannaksentie"
"Rautatientori-Vuosa",sv,"Järnvägstorget - No"
"Eteläinen Laversinti",fi,"Eteläinen Laversinti"
"Jorvaksenportti",sv,"Jorvasporten"
"Rykmentintie",fi,"Rykmentintie"
"Andersinkatu",sv,"Andersgatan"
"Hallatie",fi,"Hallatie"
"Itämerenkatu",fi,"Itämerenkatu"
"Prinsessantie",fi,"Prinsessantie"
"Kuninkaantie 1",sv,"Kungsvägen 1"
"Ruokkitie",fi,"Ruokkitie"
"Pekontie",fi,"Pekontie"
"Kesäkyläntie",sv,"Sommarbovägen"
"Luomanlahti",sv,"Bobäckviken"
"Kirjokalliontie 14",fi,"Kirjokalliontie 14"
"Ruukinmestarintie 11",fi,"Ruukinmestarintie 11"
"Vitsastie",fi,"Vitsastie"
"Yläkallionrinne",fi,"Yläkallionrinne"
"Rapakivenkaari",sv,"Örstensbågen"
"Päiväkoti Savotta",sv,"Savotta daghem"
"Porttisuontie",fi,"Porttisuontie"
"Purotie 8",sv,"Bäckvägen 8"
